CountyDesc,ProgramGroupYear,FnsReportDate,order,ProgramCode,Name,CDSCode,SiteName,MealTypeCode,MlsServedFree,MlsServedRedc,MlsServedPaid,MlsServedTotal
SANTA CLARA,2017,Apr 2017,10,NSLP,Palo Alto Unified School District,43696416118707,TERMAN MIDDLE,NSLP_LUNCH,302,95,"1,347","1,744"
SANTA CLARA,2017,Apr 2017,10,NSLP,Palo Alto Unified School District,43696416048409,WALTER HAYS ELEMENTARY,NSLP_LUNCH,300,67,"1,364","1,731"
SANTA CLARA,2017,Apr 2017,10,NSLP,Rocketship Education,43104390125781,Rocketship Academy Brilliant Minds                              ,NSLP_BREAKFAST_SEVERENEED,"5,065","1,334","1,388","7,787"
SANTA CLARA,2017,Apr 2017,10,NSLP,Rocketship Education,43104390125781,Rocketship Academy Brilliant Minds                              ,NSLP_LUNCH,"3,986","1,003",623,"5,612"
SANTA CLARA,2017,Apr 2017,10,NSLP,Rocketship Education,43104390125799,Rocketship Alma Academy,NSLP_BREAKFAST_SEVERENEED,"5,092",699,663,"6,454"
SANTA CLARA,2017,Apr 2017,10,NSLP,Rocketship Education,43104390125799,Rocketship Alma Academy,NSLP_LUNCH,"4,754",530,381,"5,665"
SANTA CLARA,2017,Apr 2017,10,NSLP,Rocketship Education,43104390123281,Rocketship Discovery Prep                                       ,NSLP_BREAKFAST_SEVERENEED,"4,285",828,895,"6,008"
SANTA CLARA,2017,Apr 2017,10,NSLP,Rocketship Education,43104390123281,Rocketship Discovery Prep                                       ,NSLP_LUNCH,"3,378",585,336,"4,299"
SANTA CLARA,2017,Apr 2017,10,NSLP,Rocketship Education,43104390131110,Rocketship Fuerza Community Prep,NSLP_BREAKFAST_SEVERENEED,"5,353","1,007","1,614","7,974"
SANTA CLARA,2017,Apr 2017,10,NSLP,Rocketship Education,43104390131110,Rocketship Fuerza Community Prep,NSLP_LUNCH,"4,207",782,862,"5,851"
SANTA CLARA,2017,Apr 2017,10,NSLP,Rocketship Education,07770240134072,Rocketship Futuro Academy,NSLP_BREAKFAST,944,214,297,"1,455"
SANTA CLARA,2017,Apr 2017,10,NSLP,Rocketship Education,07770240134072,Rocketship Futuro Academy,NSLP_LUNCH,809,181,146,"1,136"
SANTA CLARA,2017,Apr 2017,10,NSLP,Rocketship Education,43104390120642,Rocketship Los Suenos Academy,NSLP_BREAKFAST_SEVERENEED,"4,528",887,819,"6,234"
SANTA CLARA,2017,Apr 2017,10,NSLP,Rocketship Education,43104390120642,Rocketship Los Suenos Academy,NSLP_LUNCH,"4,108",773,430,"5,311"
SANTA CLARA,2017,Apr 2017,10,NSLP,Rocketship Education,43104390113704,Rocketship Mateo Sheedy Elementary,NSLP_BREAKFAST_SEVERENEED,"5,263","1,190",991,"7,444"
SANTA CLARA,2017,Apr 2017,10,NSLP,Rocketship Education,43104390113704,Rocketship Mateo Sheedy Elementary,NSLP_LUNCH,"4,290","1,026",387,"5,703"
SANTA CLARA,2017,Apr 2017,10,NSLP,Rocketship Education,43694500123299,Rocketship Mosaic Elementary,NSLP_BREAKFAST_SEVERENEED,"4,782","1,286","1,462","7,530"
SANTA CLARA,2017,Apr 2017,10,NSLP,Rocketship Education,43694500123299,Rocketship Mosaic Elementary,NSLP_LUNCH,"3,770","1,019",762,"5,551"
SANTA CLARA,2017,Apr 2017,10,NSLP,Rocketship Education,41690050132076,Rocketship Redwood City,NSLP_BREAKFAST,"2,219",791,582,"3,592"
SANTA CLARA,2017,Apr 2017,10,NSLP,Rocketship Education,41690050132076,Rocketship Redwood City,NSLP_LUNCH,"1,670",559,163,"2,392"
SANTA CLARA,2017,Apr 2017,10,NSLP,Rocketship Education,43104390133496,Rocketship Rising Stars                                         ,NSLP_BREAKFAST,"3,174",900,"1,272","5,346"
SANTA CLARA,2017,Apr 2017,10,NSLP,Rocketship Education,43104390133496,Rocketship Rising Stars                                         ,NSLP_LUNCH,"2,949",740,869,"4,558"
SANTA CLARA,2017,Apr 2017,10,NSLP,Rocketship Education,43104390119024,Rocketship Si Se Puede Academy                                  ,NSLP_BREAKFAST_SEVERENEED,"4,395","1,004",736,"6,135"
SANTA CLARA,2017,Apr 2017,10,NSLP,Rocketship Education,43104390119024,Rocketship Si Se Puede Academy                                  ,NSLP_LUNCH,"3,538",676,335,"4,549"
SANTA CLARA,2017,Apr 2017,10,NSLP,Rocketship Education,43694500128108,Rocketship Spark Academy                                        ,NSLP_BREAKFAST_SEVERENEED,"4,148","1,419","2,116","7,683"
SANTA CLARA,2017,Apr 2017,10,NSLP,Rocketship Education,43694500128108,Rocketship Spark Academy                                        ,NSLP_LUNCH,"3,548","1,185","1,392","6,125"
SANTA CLARA,2017,Apr 2017,10,NSLP,Sacred Heart Nativity School,43696667104110,Sacred Heart Nativity School,NSLP_BREAKFAST_SEVERENEED,"1,025",378,142,"1,545"
SANTA CLARA,2017,Apr 2017,10,NSLP,Sacred Heart Nativity School,43696667104110,Sacred Heart Nativity School,NSLP_LUNCH,"1,045",375,148,"1,568"
SANTA CLARA,2017,Apr 2017,10,NSLP,San Jose Unified School District,43696664333795,Abraham Lincoln High                                            ,NSLP_BREAKFAST_SEVERENEED,"4,000",726,310,"5,036"
SANTA CLARA,2017,Apr 2017,10,NSLP,San Jose Unified School District,43696664333795,Abraham Lincoln High                                            ,NSLP_LUNCH,"4,942",886,708,"6,536"
SANTA CLARA,2017,Apr 2017,10,NSLP,San Jose Unified School District,43696666048417,ALLEN AT STEINBECK,NSLP_BREAKFAST_SEVERENEED,"1,557",244,99,"1,900"
SANTA CLARA,2017,Apr 2017,10,NSLP,San Jose Unified School District,43696666048417,ALLEN AT STEINBECK,NSLP_LUNCH,"4,282",967,981,"6,230"
SANTA CLARA,2017,Apr 2017,10,NSLP,San Jose Unified School District,43696666048425,ALMADEN ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,"1,327",297,159,"1,783"
SANTA CLARA,2017,Apr 2017,10,NSLP,San Jose Unified School District,43696666048425,ALMADEN ELEMENTARY,NSLP_LUNCH,"2,719",536,320,"3,575"
SANTA CLARA,2017,Apr 2017,10,NSLP,San Jose Unified School District,43696666048433,ANNE DARLING ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,"1,834",423,130,"2,387"
SANTA CLARA,2017,Apr 2017,10,NSLP,San Jose Unified School District,43696666048433,ANNE DARLING ELEMENTARY,NSLP_LUNCH,"3,762",755,520,"5,037"
SANTA CLARA,2017,Apr 2017,10,NSLP,San Jose Unified School District,43696666048730,Bachrodt Charter Academy                                        ,NSLP_BREAKFAST_SEVERENEED,"1,472",243,100,"1,815"
SANTA CLARA,2017,Apr 2017,10,NSLP,San Jose Unified School District,43696666048730,Bachrodt Charter Academy                                        ,NSLP_LUNCH,"4,194",820,"1,059","6,073"
SANTA CLARA,2017,Apr 2017,10,NSLP,San Jose Unified School District,43696666048474,BOOKSIN ELEMENTARY,NSLP_BREAKFAST,99,36,61,196
SANTA CLARA,2017,Apr 2017,10,NSLP,San Jose Unified School District,43696666048474,BOOKSIN ELEMENTARY,NSLP_LUNCH,489,248,"2,101","2,838"
SANTA CLARA,2017,Apr 2017,10,NSLP,San Jose Unified School District,43696666060099,Bret Harte Middle                                               ,NSLP_BREAKFAST,551,130,265,946
SANTA CLARA,2017,Apr 2017,10,NSLP,San Jose Unified School District,43696666060099,Bret Harte Middle                                               ,NSLP_LUNCH,848,231,"2,222","3,301"
SANTA CLARA,2017,Apr 2017,10,NSLP,San Jose Unified School District,43696664332110,BROADWAY HIGH,NSLP_BREAKFAST_SEVERENEED,656,27,14,697
SANTA CLARA,2017,Apr 2017,10,NSLP,San Jose Unified School District,43696664332110,BROADWAY HIGH,NSLP_LUNCH,622,52,35,709
SANTA CLARA,2017,Apr 2017,10,NSLP,San Jose Unified School District,43696666048490,Canoas Elementary                                               ,NSLP_BREAKFAST_SEVERENEED,"1,807",244,241,"2,292"
SANTA CLARA,2017,Apr 2017,10,NSLP,San Jose Unified School District,43696666048490,Canoas Elementary                                               ,NSLP_LUNCH,"2,517",332,457,"3,306"
SANTA CLARA,2017,Apr 2017,10,NSLP,San Jose Unified School District,43696666095418,Castillero Middle                                               ,NSLP_BREAKFAST_SEVERENEED,"1,165",216,308,"1,689"
SANTA CLARA,2017,Apr 2017,10,NSLP,San Jose Unified School District,43696666095418,Castillero Middle                                               ,NSLP_LUNCH,"2,249",601,"1,954","4,804"
SANTA CLARA,2017,Apr 2017,10,NSLP,San Jose Unified School District,43696666048516,EMPIRE GARDENS ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,"1,826",318,146,"2,290"
SANTA CLARA,2017,Apr 2017,10,NSLP,San Jose Unified School District,43696666048516,EMPIRE GARDENS ELEMENTARY,NSLP_LUNCH,"3,302",536,213,"4,051"
SANTA CLARA,2017,Apr 2017,10,NSLP,San Jose Unified School District,43696666119010,Ernesto Galarza Elementary                                      ,NSLP_BREAKFAST_SEVERENEED,"1,603",242,295,"2,140"
SANTA CLARA,2017,Apr 2017,10,NSLP,San Jose Unified School District,43696666119010,Ernesto Galarza Elementary                                      ,NSLP_LUNCH,"4,513",832,"1,470","6,815"
SANTA CLARA,2017,Apr 2017,10,NSLP,San Jose Unified School District,43696666048532,GARDNER ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,"1,306",292,153,"1,751"
SANTA CLARA,2017,Apr 2017,10,NSLP,San Jose Unified School District,43696666048532,GARDNER ELEMENTARY,NSLP_LUNCH,"2,927",617,489,"4,033"
SANTA CLARA,2017,Apr 2017,10,NSLP,San Jose Unified School District,43696666048540,GRANT ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,"1,846",379,219,"2,444"
SANTA CLARA,2017,Apr 2017,10,NSLP,San Jose Unified School District,43696666048540,GRANT ELEMENTARY,NSLP_LUNCH,"4,593",837,669,"6,099"
SANTA CLARA,2017,Apr 2017,10,NSLP,San Jose Unified School District,43696666093082,GRAYSTONE ELEMENTARY,NSLP_LUNCH,542,42,"2,477","3,061"
SANTA CLARA,2017,Apr 2017,10,NSLP,San Jose Unified School District,43696664330080,GUNDERSON HIGH,NSLP_BREAKFAST_SEVERENEED,"2,558",494,224,"3,276"
SANTA CLARA,2017,Apr 2017,10,NSLP,San Jose Unified School District,43696664330080,GUNDERSON HIGH,NSLP_LUNCH,"3,818",892,851,"5,561"
SANTA CLARA,2017,Apr 2017,10,NSLP,San Jose Unified School District,43696666048722,Hacienda Science/Environmental Magnet                           ,NSLP_BREAKFAST_SEVERENEED,623,217,164,"1,004"
SANTA CLARA,2017,Apr 2017,10,NSLP,San Jose Unified School District,43696666048722,Hacienda Science/Environmental Magnet                           ,NSLP_LUNCH,"1,647",576,"1,459","3,682"
SANTA CLARA,2017,Apr 2017,10,NSLP,San Jose Unified School District,43696666062111,Herbert Hoover Middle                                           ,NSLP_BREAKFAST_SEVERENEED,"3,028",491,234,"3,753"
SANTA CLARA,2017,Apr 2017,10,NSLP,San Jose Unified School District,43696666062111,Herbert Hoover Middle                                           ,NSLP_LUNCH,"3,759",682,494,"4,935"
SANTA CLARA,2017,Apr 2017,10,NSLP,San Jose Unified School District,43696666048599,HORACE MANN ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,"2,106",233,287,"2,626"
SANTA CLARA,2017,Apr 2017,10,NSLP,San Jose Unified School District,43696666048599,HORACE MANN ELEMENTARY,NSLP_LUNCH,"3,529",495,554,"4,578"
SANTA CLARA,2017,Apr 2017,10,NSLP,San Jose Unified School District,43696666060115,John Muir Middle                                                ,NSLP_BREAKFAST_SEVERENEED,"1,482",180,208,"1,870"
SANTA CLARA,2017,Apr 2017,10,NSLP,San Jose Unified School District,43696666060115,John Muir Middle                                                ,NSLP_LUNCH,"4,318",927,"1,792","7,037"
SANTA CLARA,2017,Apr 2017,10,NSLP,San Jose Unified School District,43696664333522,LELAND HIGH,NSLP_BREAKFAST,399,42,643,"1,084"
SANTA CLARA,2017,Apr 2017,10,NSLP,San Jose Unified School District,43696664333522,LELAND HIGH,NSLP_LUNCH,814,104,"3,044","3,962"
SANTA CLARA,2017,Apr 2017,10,NSLP,San Jose Unified School District,43696664330502,Liberty High (Alternative),NSLP_LUNCH,157,27,47,231
SANTA CLARA,2017,Apr 2017,10,NSLP,San Jose Unified School District,43696666093074,LOS ALAMITOS ELEMENTARY,NSLP_LUNCH,666,143,"2,289","3,098"
SANTA CLARA,2017,Apr 2017,10,NSLP,San Jose Unified School District,43696666048649,LOWELL ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,"1,947",322,169,"2,438"
SANTA CLARA,2017,Apr 2017,10,NSLP,San Jose Unified School District,43696666048649,LOWELL ELEMENTARY,NSLP_LUNCH,"3,296",430,282,"4,008"
SANTA CLARA,2017,Apr 2017,10,NSLP,San Jose Unified School District,43696666048656,Merritt Trace Elementary                                        ,NSLP_BREAKFAST_SEVERENEED,"2,169",342,430,"2,941"
SANTA CLARA,2017,Apr 2017,10,NSLP,San Jose Unified School District,43696666048656,Merritt Trace Elementary                                        ,NSLP_LUNCH,"4,795",869,"1,273","6,937"
SANTA CLARA,2017,Apr 2017,10,NSLP,San Jose Unified School District,43696666062103,Peter Burnett Middle                                            ,NSLP_BREAKFAST_SEVERENEED,"2,945",412,179,"3,536"
SANTA CLARA,2017,Apr 2017,10,NSLP,San Jose Unified School District,43696666062103,Peter Burnett Middle                                            ,NSLP_LUNCH,"4,062",672,363,"5,097"
SANTA CLARA,2017,Apr 2017,10,NSLP,San Jose Unified School District,43696664335949,PIONEER HIGH,NSLP_BREAKFAST_SEVERENEED,"2,102",528,644,"3,274"
SANTA CLARA,2017,Apr 2017,10,NSLP,San Jose Unified School District,43696664335949,PIONEER HIGH,NSLP_LUNCH,"2,386",726,"1,756","4,868"
SANTA CLARA,2017,Apr 2017,10,NSLP,San Jose Unified School District,43696666093090,Rachel Carson Elementary                                        ,NSLP_BREAKFAST_SEVERENEED,682,152,314,"1,148"
SANTA CLARA,2017,Apr 2017,10,NSLP,San Jose Unified School District,43696666093090,Rachel Carson Elementary                                        ,NSLP_LUNCH,957,272,783,"2,012"
SANTA CLARA,2017,Apr 2017,10,NSLP,San Jose Unified School District,43696666048664,REED ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,435,83,90,608
SANTA CLARA,2017,Apr 2017,10,NSLP,San Jose Unified School District,43696666048664,REED ELEMENTARY,NSLP_LUNCH,914,234,"1,075","2,223"
SANTA CLARA,2017,Apr 2017,10,NSLP,San Jose Unified School District,43696666048672,River Glen                                                      ,NSLP_BREAKFAST_SEVERENEED,225,40,29,294
SANTA CLARA,2017,Apr 2017,10,NSLP,San Jose Unified School District,43696666048672,River Glen                                                      ,NSLP_LUNCH,"1,509",617,755,"2,881"
SANTA CLARA,2017,Apr 2017,10,NSLP,San Jose Unified School District,43696664330478,San Jose High Academy Plus                                      ,NSLP_BREAKFAST_SEVERENEED,"4,578",568,180,"5,326"
SANTA CLARA,2017,Apr 2017,10,NSLP,San Jose Unified School District,43696664330478,San Jose High Academy Plus                                      ,NSLP_LUNCH,"5,500",833,372,"6,705"
SANTA CLARA,2017,Apr 2017,10,NSLP,San Jose Unified School District,43696666048680,SCHALLENBERGER ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,626,131,175,932
SANTA CLARA,2017,Apr 2017,10,NSLP,San Jose Unified School District,43696666048680,SCHALLENBERGER ELEMENTARY,NSLP_LUNCH,"1,319",337,"1,694","3,350"
SANTA CLARA,2017,Apr 2017,10,NSLP,San Jose Unified School District,43696666048698,Selma Olinder Elementary                                        ,NSLP_BREAKFAST_SEVERENEED,"1,971",271,314,"2,556"
SANTA CLARA,2017,Apr 2017,10,NSLP,San Jose Unified School District,43696666048698,Selma Olinder Elementary                                        ,NSLP_LUNCH,"3,898",550,396,"4,844"
SANTA CLARA,2017,Apr 2017,10,NSLP,San Jose Unified School District,43696666048706,SIMONDS ELEMENTARY,NSLP_LUNCH,262,145,"2,702","3,109"
SANTA CLARA,2017,Apr 2017,10,NSLP,San Jose Unified School District,43696666048714,TERRELL ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,856,180,52,"1,088"
SANTA CLARA,2017,Apr 2017,10,NSLP,San Jose Unified School District,43696666048714,TERRELL ELEMENTARY,NSLP_LUNCH,"2,222",524,955,"3,701"
SANTA CLARA,2017,Apr 2017,10,NSLP,San Jose Unified School District,43696666048748,WASHINGTON ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,"3,229",248,46,"3,523"
SANTA CLARA,2017,Apr 2017,10,NSLP,San Jose Unified School District,43696666048748,WASHINGTON ELEMENTARY,NSLP_LUNCH,"5,830",660,195,"6,685"
SANTA CLARA,2017,Apr 2017,10,NSLP,San Jose Unified School District,43696666048755,WILLIAMS ELEMENTARY,NSLP_LUNCH,248,17,"2,020","2,285"
SANTA CLARA,2017,Apr 2017,10,NSLP,San Jose Unified School District,43696666048763,WILLOW GLEN ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,"1,427",301,465,"2,193"
SANTA CLARA,2017,Apr 2017,10,NSLP,San Jose Unified School District,43696666048763,WILLOW GLEN ELEMENTARY,NSLP_LUNCH,"2,494",477,"1,576","4,547"
SANTA CLARA,2017,Apr 2017,10,NSLP,San Jose Unified School District,43696664338950,WILLOW GLEN HIGH,NSLP_BREAKFAST_SEVERENEED,"2,716",266,348,"3,330"
SANTA CLARA,2017,Apr 2017,10,NSLP,San Jose Unified School District,43696664338950,WILLOW GLEN HIGH,NSLP_LUNCH,"4,092",534,"1,057","5,683"
SANTA CLARA,2017,Apr 2017,10,NSLP,San Jose Unified School District,43696666060107,Willow Glen Middle                                              ,NSLP_BREAKFAST_SEVERENEED,"1,367",190,257,"1,814"
SANTA CLARA,2017,Apr 2017,10,NSLP,San Jose Unified School District,43696666060107,Willow Glen Middle                                              ,NSLP_LUNCH,"3,165",700,"1,250","5,115"
SANTA CLARA,2017,Apr 2017,10,NSLP,SANTA CLARA CO PROBATION,,JAMES BOYS RANCH,NSLP_BREAKFAST_SEVERENEED,913,,,913
SANTA CLARA,2017,Apr 2017,10,NSLP,SANTA CLARA CO PROBATION,,JAMES BOYS RANCH,NSLP_LUNCH,822,,,822
SANTA CLARA,2017,Apr 2017,10,NSLP,SANTA CLARA CO PROBATION,,JUVENILE HALL,NSLP_BREAKFAST_SEVERENEED,"3,111",,,"3,111"
SANTA CLARA,2017,Apr 2017,10,NSLP,SANTA CLARA CO PROBATION,,JUVENILE HALL,NSLP_LUNCH,"3,090",,,"3,090"
SANTA CLARA,2017,Apr 2017,10,NSLP,SANTA CLARA COE,,Della maggiore,NSLP_LUNCH,48,0,0,48
SANTA CLARA,2017,Apr 2017,10,NSLP,SANTA CLARA COE,,Edge Community Day School,NSLP_BREAKFAST_SEVERENEED,203,9,12,224
SANTA CLARA,2017,Apr 2017,10,NSLP,SANTA CLARA COE,,Edge Community Day School,NSLP_LUNCH,203,9,12,224
SANTA CLARA,2017,Apr 2017,10,NSLP,SANTA CLARA COE,,Gateway School,NSLP_LUNCH,238,42,25,305
SANTA CLARA,2017,Apr 2017,10,NSLP,SANTA CLARA COE,,Hester School,NSLP_LUNCH,384,71,58,513
SANTA CLARA,2017,Apr 2017,10,NSLP,SANTA CLARA COE,,Odyssey Community,NSLP_BREAKFAST_SEVERENEED,102,5,33,140
SANTA CLARA,2017,Apr 2017,10,NSLP,SANTA CLARA COE,,Odyssey Community,NSLP_LUNCH,140,5,43,188
SANTA CLARA,2017,Apr 2017,10,NSLP,SANTA CLARA COE,,Seven Trees Educational Center,NSLP_LUNCH,197,27,40,264
SANTA CLARA,2017,Apr 2017,10,NSLP,SANTA CLARA COE,,Snell Community School,NSLP_BREAKFAST_SEVERENEED,426,47,115,588
SANTA CLARA,2017,Apr 2017,10,NSLP,SANTA CLARA COE,,Snell Community School,NSLP_LUNCH,483,61,119,663
SANTA CLARA,2017,Apr 2017,10,NSLP,SANTA CLARA COE,,Sunol,NSLP_BREAKFAST_SEVERENEED,301,32,58,391
SANTA CLARA,2017,Apr 2017,10,NSLP,SANTA CLARA COE,,Sunol,NSLP_LUNCH,301,32,58,391
SANTA CLARA,2017,Apr 2017,10,NSLP,SANTA CLARA COE,,Walden West,NSLP_BREAKFAST,"1,162",201,"2,341","3,704"
SANTA CLARA,2017,Apr 2017,10,NSLP,SANTA CLARA COE,,Walden West,NSLP_LUNCH,"1,165",203,"2,347","3,715"
SANTA CLARA,2017,Apr 2017,10,NSLP,Santa Clara Unified School District,43696744338802,Adrian Wilcox High                                              ,NSLP_BREAKFAST_SEVERENEED,"2,473",725,878,"4,076"
SANTA CLARA,2017,Apr 2017,10,NSLP,Santa Clara Unified School District,43696744338802,Adrian Wilcox High                                              ,NSLP_LUNCH,"5,163","1,813","5,021","11,997"
SANTA CLARA,2017,Apr 2017,10,NSLP,Santa Clara Unified School District,43696746048797,BOWERS ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,"1,393",236,280,"1,909"
SANTA CLARA,2017,Apr 2017,10,NSLP,Santa Clara Unified School District,43696746048797,BOWERS ELEMENTARY,NSLP_LUNCH,"1,986",441,739,"3,166"
SANTA CLARA,2017,Apr 2017,10,NSLP,Santa Clara Unified School District,43696746048805,BRACHER ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,963,358,302,"1,623"
SANTA CLARA,2017,Apr 2017,10,NSLP,Santa Clara Unified School District,43696746048805,BRACHER ELEMENTARY,NSLP_LUNCH,"1,749",614,"1,391","3,754"
SANTA CLARA,2017,Apr 2017,10,NSLP,Santa Clara Unified School District,43696746048813,BRALY ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,458,123,154,735
SANTA CLARA,2017,Apr 2017,10,NSLP,Santa Clara Unified School District,43696746048813,BRALY ELEMENTARY,NSLP_LUNCH,"1,186",411,"1,241","2,838"
SANTA CLARA,2017,Apr 2017,10,NSLP,Santa Clara Unified School District,43696746048821,BRIARWOOD ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,730,213,92,"1,035"
SANTA CLARA,2017,Apr 2017,10,NSLP,Santa Clara Unified School District,43696746048821,BRIARWOOD ELEMENTARY,NSLP_LUNCH,"2,344",440,925,"3,709"
SANTA CLARA,2017,Apr 2017,10,NSLP,Santa Clara Unified School District,43696746101752,Buchser Middle                                                  ,NSLP_BREAKFAST_SEVERENEED,"1,225",356,431,"2,012"
SANTA CLARA,2017,Apr 2017,10,NSLP,Santa Clara Unified School District,43696746101752,Buchser Middle                                                  ,NSLP_LUNCH,"3,286",881,"2,516","6,683"
SANTA CLARA,2017,Apr 2017,10,NSLP,Santa Clara Unified School District,43696746048847,C. W. Haman Elementary                                          ,NSLP_BREAKFAST_SEVERENEED,334,77,76,487
SANTA CLARA,2017,Apr 2017,10,NSLP,Santa Clara Unified School District,43696746048847,C. W. Haman Elementary                                          ,NSLP_LUNCH,"1,244",325,"1,057","2,626"
SANTA CLARA,2017,Apr 2017,10,NSLP,Santa Clara Unified School District,43696740133363,Central Park Elementary,NSLP_LUNCH,233,128,844,"1,205"
SANTA CLARA,2017,Apr 2017,10,NSLP,Santa Clara Unified School District,43696740110700,DON CALLEJON,NSLP_BREAKFAST_SEVERENEED,"1,353",407,821,"2,581"
SANTA CLARA,2017,Apr 2017,10,NSLP,Santa Clara Unified School District,43696740110700,DON CALLEJON,NSLP_LUNCH,"2,192",550,"3,049","5,791"
SANTA CLARA,2017,Apr 2017,10,NSLP,Santa Clara Unified School District,43696746048870,GEORGE MAYNE ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,"1,210",484,249,"1,943"
SANTA CLARA,2017,Apr 2017,10,NSLP,Santa Clara Unified School District,43696746048870,GEORGE MAYNE ELEMENTARY,NSLP_LUNCH,"3,516",971,"1,441","5,928"
SANTA CLARA,2017,Apr 2017,10,NSLP,Santa Clara Unified School District,43696746048854,Juan Cabrillo Middle                                            ,NSLP_BREAKFAST_SEVERENEED,"1,542",532,555,"2,629"
SANTA CLARA,2017,Apr 2017,10,NSLP,Santa Clara Unified School District,43696746048854,Juan Cabrillo Middle                                            ,NSLP_LUNCH,"3,468","1,376","2,599","7,443"
SANTA CLARA,2017,Apr 2017,10,NSLP,Santa Clara Unified School District,43696746048896,Kathryn Hughes Elementary                                       ,NSLP_BREAKFAST_SEVERENEED,806,215,130,"1,151"
SANTA CLARA,2017,Apr 2017,10,NSLP,Santa Clara Unified School District,43696746048896,Kathryn Hughes Elementary                                       ,NSLP_LUNCH,"1,678",566,"1,339","3,583"
SANTA CLARA,2017,Apr 2017,10,NSLP,Santa Clara Unified School District,43696746048904,LAURELWOOD ELEMENTARY,NSLP_BREAKFAST,170,101,453,724
SANTA CLARA,2017,Apr 2017,10,NSLP,Santa Clara Unified School District,43696746048904,LAURELWOOD ELEMENTARY,NSLP_LUNCH,440,236,"2,788","3,464"
SANTA CLARA,2017,Apr 2017,10,NSLP,Santa Clara Unified School District,43696746101760,Marian A. Peterson Middle                                       ,NSLP_BREAKFAST_SEVERENEED,713,270,500,"1,483"
SANTA CLARA,2017,Apr 2017,10,NSLP,Santa Clara Unified School District,43696746101760,Marian A. Peterson Middle                                       ,NSLP_LUNCH,"1,757",565,"3,514","5,836"
SANTA CLARA,2017,Apr 2017,10,NSLP,Santa Clara Unified School District,43696746048920,MILLIKIN ELEMENTARY,NSLP_LUNCH,68,37,"2,863","2,968"
SANTA CLARA,2017,Apr 2017,10,NSLP,Santa Clara Unified School District,43696746048938,MONTAGUE ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,622,136,283,"1,041"
SANTA CLARA,2017,Apr 2017,10,NSLP,Santa Clara Unified School District,43696746048938,MONTAGUE ELEMENTARY,NSLP_LUNCH,"1,402",351,"1,373","3,126"
SANTA CLARA,2017,Apr 2017,10,NSLP,Santa Clara Unified School District,43696744338406,New Valley Continuation High                                    ,NSLP_BREAKFAST_SEVERENEED,285,87,70,442
SANTA CLARA,2017,Apr 2017,10,NSLP,Santa Clara Unified School District,43696744338406,New Valley Continuation High                                    ,NSLP_LUNCH,750,209,182,"1,141"
SANTA CLARA,2017,Apr 2017,10,NSLP,Santa Clara Unified School District,43696746048987,POMEROY ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,523,296,141,960
SANTA CLARA,2017,Apr 2017,10,NSLP,Santa Clara Unified School District,43696746048987,POMEROY ELEMENTARY,NSLP_LUNCH,"1,558",665,"1,376","3,599"
SANTA CLARA,2017,Apr 2017,10,NSLP,Santa Clara Unified School District,43696746048995,PONDEROSA ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,590,136,99,825
SANTA CLARA,2017,Apr 2017,10,NSLP,Santa Clara Unified School District,43696746048995,PONDEROSA ELEMENTARY,NSLP_LUNCH,"1,643",362,"2,342","4,347"
SANTA CLARA,2017,Apr 2017,10,NSLP,Santa Clara Unified School District,43696740125443,Santa Clara Community Day,NSLP_BREAKFAST_SEVERENEED,143,0,51,194
SANTA CLARA,2017,Apr 2017,10,NSLP,Santa Clara Unified School District,43696740125443,Santa Clara Community Day,NSLP_LUNCH,140,0,65,205
SANTA CLARA,2017,Apr 2017,10,NSLP,Santa Clara Unified School District,43696744330122,SANTA CLARA HIGH,NSLP_BREAKFAST_SEVERENEED,"2,514",977,"1,076","4,567"
SANTA CLARA,2017,Apr 2017,10,NSLP,Santa Clara Unified School District,43696744330122,SANTA CLARA HIGH,NSLP_LUNCH,"5,029","2,028","5,059","12,116"
SANTA CLARA,2017,Apr 2017,10,NSLP,Santa Clara Unified School District,43696746049019,SCOTT LANE ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,"1,653",402,234,"2,289"
SANTA CLARA,2017,Apr 2017,10,NSLP,Santa Clara Unified School District,43696746049019,SCOTT LANE ELEMENTARY,NSLP_LUNCH,"3,297",828,493,"4,618"
